[2026-04-05 22:19:48] [INFO    ] discord.client: logging in using static token
[2026-04-05 22:21:14] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-04-05 22:21:14] [DEBUG   ] discord.client: Dispatching event message
[2026-04-05 22:21:14] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 46, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-04-05T20:21:15.116000+00:00', 'pinned': False, 'nonce': '1490446237931929600', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1489960742059901088', '1487907007733174466', '1487907145461661797', '1487952220208107742', '1487915506785849455'], 'premium_since': None, 'pending': False, 'nick': 'Tech Turtle 🐢', 'mute': False, 'joined_at': '2026-03-29T20:24:47.242000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1490446241459470447', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'sdf - sdf - https://dsf.com', 'components': [], 'channel_type': 0, 'channel_id': '1490446223759507658', 'author': {'username': 'nebelmonster', 'public_flags': 64, 'primary_guild': {'tag': 'ATC', 'identity_guild_id': '844508269840957460', 'identity_enabled': True, 'badge': '2d9908aeb26b0c8d246dbd97f8258a72'}, 'id': '294941635505029141', 'global_name': 'Nebelmonster', 'display_name_styles': {'font_id': 3, 'effect_id': 2, 'colors': [14966527, 2522592]}, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'ATC', 'identity_guild_id': '844508269840957460', 'identity_enabled': True, 'badge': '2d9908aeb26b0c8d246dbd97f8258a72'}, 'avatar_decoration_data': None, 'avatar': 'ebe8ccf888c0ba68f6a5d548c323d333'}, 'attachments': [], 'guild_id': '1487902534545703072'}}
[2026-04-05 22:21:14] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-04-05 22:21:14] [DEBUG   ] discord.client: Dispatching event message
[2026-04-05 22:21:14] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'CHANNEL_UPDATE', 's': 47, 'op': 0, 'd': {'version': 1775420475499, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 13, 'permission_overwrites': [{'type': 0, 'id': '1487902534545703072', 'deny': '103079216128', 'allow': '0'}, {'type': 0, 'id': '1487952220208107742', 'deny': '0', 'allow': '1024'}, {'type': 1, 'id': '294941635505029141', 'deny': '2048', 'allow': '0'}], 'parent_id': '1487953481422602340', 'nsfw': False, 'name': 'submissions', 'last_message_id': '1490446241459470447', 'id': '1490446223759507658', 'guild_id': '1487902534545703072', 'flags': 0}}
[2026-04-05 22:21:14] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-04-05 22:21:14] [DEBUG   ] discord.client: Dispatching event guild_channel_update
[2026-04-05 22:21:14] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_AUDIT_LOG_ENTRY_CREATE', 's': 48, 'op': 0, 'd': {'user_id': '1487918753080676542', 'target_id': '1490446223759507658', 'options': {'type': '1', 'id': '294941635505029141'}, 'id': '1490446243191848970', 'changes': [{'new_value': '294941635505029141', 'key': 'id'}, {'new_value': 1, 'key': 'type'}, {'new_value': '0', 'key': 'allow'}, {'new_value': '2048', 'key': 'deny'}], 'action_type': 13, 'guild_id': '1487902534545703072'}}
[2026-04-05 22:21:14] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-04-05 22:21:14] [DEBUG   ] discord.client: Dispatching event audit_log_entry_create
[2026-04-05 22:21:14] [DEBUG   ] discord.http: PUT https://discord.com/api/v10/channels/1490446223759507658/permissions/294941635505029141 with {"id":294941635505029141,"allow":"0","deny":"2048","type":1} has returned 204
[2026-04-05 22:21:14] [DEBUG   ] discord.http: PUT /channels/{channel_id}/permissions/{target} has found its initial rate limit bucket hash (6e836da6cef38ba2f3dfd8568a4e9631).
[2026-04-05 22:21:14] [DEBUG   ] discord.http: PUT https://discord.com/api/v10/channels/1490446223759507658/permissions/294941635505029141 has received 
[2026-04-05 22:21:15] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_DELETE', 's': 49, 'op': 0, 'd': {'id': '1490446241459470447', 'channel_id': '1490446223759507658', 'guild_id': '1487902534545703072'}}
[2026-04-05 22:21:15] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-04-05 22:21:15] [DEBUG   ] discord.client: Dispatching event raw_message_delete
[2026-04-05 22:21:15] [DEBUG   ] discord.client: Dispatching event message_delete
[2026-04-05 22:21:15] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/channels/1490446223759507658/messages/1490446241459470447 with None has returned 204
[2026-04-05 22:21:15] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/channels/1490446223759507658/messages/1490446241459470447 has received 
[2026-04-05 22:21:15] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 50, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-04-05T20:21:16.262000+00:00', 'pinned': False, 'nonce': '16046899453976303973', 'mentions': [{'username': 'nebelmonster', 'public_flags': 64, 'primary_guild': {'tag': 'ATC', 'identity_guild_id': '844508269840957460', 'identity_enabled': True, 'badge': '2d9908aeb26b0c8d246dbd97f8258a72'}, 'member': {'roles': ['1489960742059901088', '1487907007733174466', '1487907145461661797', '1487952220208107742', '1487915506785849455'], 'premium_since': None, 'pending': False, 'nick': 'Tech Turtle 🐢', 'mute': False, 'joined_at': '2026-03-29T20:24:47.242000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '294941635505029141', 'global_name': 'Nebelmonster', 'display_name_styles': {'font_id': 3, 'effect_id': 2, 'colors': [14966527, 2522592]}, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'ATC', 'identity_guild_id': '844508269840957460', 'identity_enabled': True, 'badge': '2d9908aeb26b0c8d246dbd97f8258a72'}, 'avatar_decoration_data': None, 'avatar': 'ebe8ccf888c0ba68f6a5d548c323d333'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1487931318426669100', '1487930782365253733'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-29T21:47:50.802000+00:00', 'flags': 1, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1490446246266273873', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '<@294941635505029141> Submission saved!', 'components': [], 'channel_type': 0, 'channel_id': '1490446223759507658', 'author': {'username': 'Chicken', 'public_flags': 0, 'primary_guild': None, 'id': '1487918753080676542', 'global_name': None, 'display_name_styles': None, 'discriminator': '7312', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '71eefa4ce80ad616f1a0c73b8e835f35'}, 'attachments': [], 'guild_id': '1487902534545703072'}}
[2026-04-05 22:21:15] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-04-05 22:21:15] [DEBUG   ] discord.client: Dispatching event message
[2026-04-05 22:21:15] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1490446223759507658/messages with {"content":"<@294941635505029141> Submission saved!","components":[],"nonce":"16046899453976303973","enforce_nonce":true,"tts":false} has returned 200
[2026-04-05 22:21:15] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1490446223759507658/messages has received {'type': 0, 'content': '<@294941635505029141> Submission saved!', 'mentions': [{'id': '294941635505029141', 'username': 'nebelmonster', 'avatar': 'ebe8ccf888c0ba68f6a5d548c323d333', 'discriminator': '0', 'public_flags': 64, 'flags': 64, 'banner': 'f54bc8440262e0a96f15318f5fb7d4fc', 'accent_color': None, 'global_name': 'Nebelmonster', 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': {'font_id': 3, 'effect_id': 2, 'colors': [14966527, 2522592]}, 'banner_color': None, 'clan': {'identity_guild_id': '844508269840957460', 'identity_enabled': True, 'tag': 'ATC', 'badge': '2d9908aeb26b0c8d246dbd97f8258a72'}, 'primary_guild': {'identity_guild_id': '844508269840957460', 'identity_enabled': True, 'tag': 'ATC', 'badge': '2d9908aeb26b0c8d246dbd97f8258a72'}}], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2026-04-05T20:21:16.262000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1490446246266273873', 'channel_id': '1490446223759507658', 'author': {'id': '1487918753080676542', 'username': 'Chicken', 'avatar': '71eefa4ce80ad616f1a0c73b8e835f35', 'discriminator': '7312', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '16046899453976303973'}
[2026-04-05 22:21:16] [DEBUG   ] discord.http: GET https://discord.com/api/v10/channels/1490446223759507658/messages/1490446226225889390 with None has returned 200
[2026-04-05 22:21:16] [DEBUG   ] discord.http: GET /channels/{channel_id}/messages/{message_id} has found its initial rate limit bucket hash (d2d6d106b80cab1d648e20868579b3bb).
[2026-04-05 22:21:16] [DEBUG   ] discord.http: GET https://discord.com/api/v10/channels/1490446223759507658/messages/1490446226225889390 has received {'type': 0, 'content': '', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [{'type': 'rich', 'title': 'The Submission Phase Has Started!', 'color': 3447003, 'fields': [{'name': '', 'value': '```\nPlease send the song you wanna submit in the following style:\n```', 'inline': False}, {'name': '', 'value': '```yaml\nATC - Heavenly - https://examplelink.com\n```', 'inline': False}, {'name': '', 'value': '```\nYou can only submit one song and cannot change it afterwards\nSo choose carefully!\n```', 'inline': False}, {'name': 'Submissions', 'value': '**```ml\n0/2\n```**', 'inline': False}], 'content_scan_version': 0}], 'timestamp': '2026-04-05T20:21:11.484000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1490446226225889390', 'channel_id': '1490446223759507658', 'author': {'id': '1487918753080676542', 'username': 'Chicken', 'avatar': '71eefa4ce80ad616f1a0c73b8e835f35', 'discriminator': '7312', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False}
[2026-04-05 22:21:16] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_UPDATE', 's': 51, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-04-05T20:21:11.484000+00:00', 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1487931318426669100', '1487930782365253733'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-29T21:47:50.802000+00:00', 'flags': 1, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1490446226225889390', 'flags': 0, 'embeds': [{'type': 'rich', 'title': 'The Submission Phase Has Started!', 'id': '1490446248921268396', 'fields': [{'value': '```\nPlease send the song you wanna submit in the following style:\n```', 'name': '', 'inline': False}, {'value': '```yaml\nATC - Heavenly - https://examplelink.com\n```', 'name': '', 'inline': False}, {'value': '```\nYou can only submit one song and cannot change it afterwards\nSo choose carefully!\n```', 'name': '', 'inline': False}, {'value': '**```ml\n1/2\n```**', 'name': 'Submissions', 'inline': False}], 'content_scan_version': 0, 'color': 3447003}], 'edited_timestamp': '2026-04-05T20:21:16.896757+00:00', 'content': '', 'components': [], 'channel_type': 0, 'channel_id': '1490446223759507658', 'author': {'username': 'Chicken', 'public_flags': 0, 'primary_guild': None, 'id': '1487918753080676542', 'global_name': None, 'display_name_styles': None, 'discriminator': '7312', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '71eefa4ce80ad616f1a0c73b8e835f35'}, 'attachments': [], 'guild_id': '1487902534545703072'}}
[2026-04-05 22:21:16] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-04-05 22:21:16] [DEBUG   ] discord.client: Dispatching event raw_message_edit
[2026-04-05 22:21:16] [DEBUG   ] discord.client: Dispatching event message_edit
[2026-04-05 22:21:16] [DEBUG   ] discord.http: PATCH https://discord.com/api/v10/channels/1490446223759507658/messages/1490446226225889390 with {"embeds":[{"fields":[{"inline":false,"name":"","value":"```\nPlease send the song you wanna submit in the following style:\n```"},{"inline":false,"name":"","value":"```yaml\nATC - Heavenly - https://examplelink.com\n```"},{"inline":false,"name":"","value":"```\nYou can only submit one song and cannot change it afterwards\nSo choose carefully!\n```"},{"inline":false,"name":"Submissions","value":"**```ml\n1/2\n```**"}],"flags":0,"color":3447003,"type":"rich","title":"The Submission Phase Has Started!"}],"tts":false,"flags":0} has returned 200
[2026-04-05 22:21:16] [DEBUG   ] discord.http: PATCH /channels/{channel_id}/messages/{message_id} has found its initial rate limit bucket hash (91732e5541d1600fc18d118a7a481786).
[2026-04-05 22:21:16] [DEBUG   ] discord.http: PATCH https://discord.com/api/v10/channels/1490446223759507658/messages/1490446226225889390 has received {'type': 0, 'content': '', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [{'type': 'rich', 'title': 'The Submission Phase Has Started!', 'color': 3447003, 'fields': [{'name': '', 'value': '```\nPlease send the song you wanna submit in the following style:\n```', 'inline': False}, {'name': '', 'value': '```yaml\nATC - Heavenly - https://examplelink.com\n```', 'inline': False}, {'name': '', 'value': '```\nYou can only submit one song and cannot change it afterwards\nSo choose carefully!\n```', 'inline': False}, {'name': 'Submissions', 'value': '**```ml\n1/2\n```**', 'inline': False}], 'content_scan_version': 0}], 'timestamp': '2026-04-05T20:21:11.484000+00:00', 'edited_timestamp': '2026-04-05T20:21:16.896757+00:00', 'flags': 0, 'components': [], 'id': '1490446226225889390', 'channel_id': '1490446223759507658', 'author': {'id': '1487918753080676542', 'username': 'Chicken', 'avatar': '71eefa4ce80ad616f1a0c73b8e835f35', 'discriminator': '7312', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False}
[2026-04-05 22:21:16] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 52, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-04-05T20:21:17.428000+00:00', 'pinned': False, 'nonce': '1490446247671103488', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1487952220208107742'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-04-02T11:42:56.322000+00:00', 'flags': 1, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1490446251156574279', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'sdf - sdf - https://dsf.com', 'components': [], 'channel_type': 0, 'channel_id': '1490446223759507658', 'author': {'username': 'lillyyyy5328', 'public_flags': 0, 'primary_guild': None, 'id': '891730976215040020', 'global_name': 'Lilllyyyy', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1487902534545703072'}}
[2026-04-05 22:21:16] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-04-05 22:21:16] [DEBUG   ] discord.client: Dispatching event message
[2026-04-05 22:21:17] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'CHANNEL_UPDATE', 's': 53, 'op': 0, 'd': {'version': 1775420477667, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 13, 'permission_overwrites': [{'type': 1, 'id': '294941635505029141', 'deny': '2048', 'allow': '0'}, {'type': 0, 'id': '1487902534545703072', 'deny': '103079216128', 'allow': '0'}, {'type': 0, 'id': '1487952220208107742', 'deny': '0', 'allow': '1024'}, {'type': 1, 'id': '891730976215040020', 'deny': '2048', 'allow': '0'}], 'parent_id': '1487953481422602340', 'nsfw': False, 'name': 'submissions', 'last_message_id': '1490446251156574279', 'id': '1490446223759507658', 'guild_id': '1487902534545703072', 'flags': 0}}
[2026-04-05 22:21:17] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-04-05 22:21:17] [DEBUG   ] discord.client: Dispatching event guild_channel_update
[2026-04-05 22:21:17] [DEBUG   ] discord.http: PUT https://discord.com/api/v10/channels/1490446223759507658/permissions/891730976215040020 with {"id":891730976215040020,"allow":"0","deny":"2048","type":1} has returned 204
[2026-04-05 22:21:17] [DEBUG   ] discord.http: PUT https://discord.com/api/v10/channels/1490446223759507658/permissions/891730976215040020 has received 
[2026-04-05 22:21:17] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_AUDIT_LOG_ENTRY_CREATE', 's': 54, 'op': 0, 'd': {'user_id': '1487918753080676542', 'target_id': '1490446223759507658', 'options': {'type': '1', 'id': '891730976215040020'}, 'id': '1490446251861348474', 'changes': [{'new_value': '891730976215040020', 'key': 'id'}, {'new_value': 1, 'key': 'type'}, {'new_value': '0', 'key': 'allow'}, {'new_value': '2048', 'key': 'deny'}], 'action_type': 13, 'guild_id': '1487902534545703072'}}
[2026-04-05 22:21:17] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-04-05 22:21:17] [DEBUG   ] discord.client: Dispatching event audit_log_entry_create
[2026-04-05 22:21:17] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_DELETE', 's': 55, 'op': 0, 'd': {'id': '1490446251156574279', 'channel_id': '1490446223759507658', 'guild_id': '1487902534545703072'}}
[2026-04-05 22:21:17] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-04-05 22:21:17] [DEBUG   ] discord.client: Dispatching event raw_message_delete
[2026-04-05 22:21:17] [DEBUG   ] discord.client: Dispatching event message_delete
[2026-04-05 22:21:17] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/channels/1490446223759507658/messages/1490446251156574279 with None has returned 204
[2026-04-05 22:21:17] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/channels/1490446223759507658/messages/1490446251156574279 has received 
[2026-04-05 22:21:17] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 56, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-04-05T20:21:18.187000+00:00', 'pinned': False, 'nonce': '18166109625506919773', 'mentions': [{'username': 'lillyyyy5328', 'public_flags': 0, 'primary_guild': None, 'member': {'roles': ['1487952220208107742'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-04-02T11:42:56.322000+00:00', 'flags': 1, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '891730976215040020', 'global_name': 'Lilllyyyy', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': None}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1487931318426669100', '1487930782365253733'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-29T21:47:50.802000+00:00', 'flags': 1, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1490446254340309183', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '<@891730976215040020> Submission saved!', 'components': [], 'channel_type': 0, 'channel_id': '1490446223759507658', 'author': {'username': 'Chicken', 'public_flags': 0, 'primary_guild': None, 'id': '1487918753080676542', 'global_name': None, 'display_name_styles': None, 'discriminator': '7312', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '71eefa4ce80ad616f1a0c73b8e835f35'}, 'attachments': [], 'guild_id': '1487902534545703072'}}
[2026-04-05 22:21:17] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-04-05 22:21:17] [DEBUG   ] discord.client: Dispatching event message
[2026-04-05 22:21:17] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1490446223759507658/messages with {"content":"<@891730976215040020> Submission saved!","components":[],"nonce":"18166109625506919773","enforce_nonce":true,"tts":false} has returned 200
[2026-04-05 22:21:17] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1490446223759507658/messages has received {'type': 0, 'content': '<@891730976215040020> Submission saved!', 'mentions': [{'id': '891730976215040020', 'username': 'lillyyyy5328', 'avatar': None, 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': None, 'global_name': 'Lilllyyyy', 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2026-04-05T20:21:18.187000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1490446254340309183', 'channel_id': '1490446223759507658', 'author': {'id': '1487918753080676542', 'username': 'Chicken', 'avatar': '71eefa4ce80ad616f1a0c73b8e835f35', 'discriminator': '7312', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '18166109625506919773'}
[2026-04-05 22:21:17] [DEBUG   ] discord.http: GET https://discord.com/api/v10/channels/1490446223759507658/messages/1490446226225889390 with None has returned 200
[2026-04-05 22:21:17] [DEBUG   ] discord.http: GET https://discord.com/api/v10/channels/1490446223759507658/messages/1490446226225889390 has received {'type': 0, 'content': '', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [{'type': 'rich', 'title': 'The Submission Phase Has Started!', 'color': 3447003, 'fields': [{'name': '', 'value': '```\nPlease send the song you wanna submit in the following style:\n```', 'inline': False}, {'name': '', 'value': '```yaml\nATC - Heavenly - https://examplelink.com\n```', 'inline': False}, {'name': '', 'value': '```\nYou can only submit one song and cannot change it afterwards\nSo choose carefully!\n```', 'inline': False}, {'name': 'Submissions', 'value': '**```ml\n1/2\n```**', 'inline': False}], 'content_scan_version': 0}], 'timestamp': '2026-04-05T20:21:11.484000+00:00', 'edited_timestamp': '2026-04-05T20:21:16.896000+00:00', 'flags': 0, 'components': [], 'id': '1490446226225889390', 'channel_id': '1490446223759507658', 'author': {'id': '1487918753080676542', 'username': 'Chicken', 'avatar': '71eefa4ce80ad616f1a0c73b8e835f35', 'discriminator': '7312', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False}
[2026-04-05 22:21:18] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_UPDATE', 's': 57, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-04-05T20:21:11.484000+00:00', 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1487931318426669100', '1487930782365253733'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-29T21:47:50.802000+00:00', 'flags': 1, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1490446226225889390', 'flags': 0, 'embeds': [{'type': 'rich', 'title': 'The Submission Phase Has Started!', 'id': '1490446256906965063', 'fields': [{'value': '```\nPlease send the song you wanna submit in the following style:\n```', 'name': '', 'inline': False}, {'value': '```yaml\nATC - Heavenly - https://examplelink.com\n```', 'name': '', 'inline': False}, {'value': '```\nYou can only submit one song and cannot change it afterwards\nSo choose carefully!\n```', 'name': '', 'inline': False}, {'value': '**```ml\n2/2\n```**', 'name': 'Submissions', 'inline': False}], 'content_scan_version': 0, 'color': 3447003}], 'edited_timestamp': '2026-04-05T20:21:18.795555+00:00', 'content': '', 'components': [], 'channel_type': 0, 'channel_id': '1490446223759507658', 'author': {'username': 'Chicken', 'public_flags': 0, 'primary_guild': None, 'id': '1487918753080676542', 'global_name': None, 'display_name_styles': None, 'discriminator': '7312', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '71eefa4ce80ad616f1a0c73b8e835f35'}, 'attachments': [], 'guild_id': '1487902534545703072'}}
[2026-04-05 22:21:18] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-04-05 22:21:18] [DEBUG   ] discord.client: Dispatching event raw_message_edit
[2026-04-05 22:21:18] [DEBUG   ] discord.client: Dispatching event message_edit
[2026-04-05 22:21:18] [DEBUG   ] discord.http: PATCH https://discord.com/api/v10/channels/1490446223759507658/messages/1490446226225889390 with {"embeds":[{"fields":[{"inline":false,"name":"","value":"```\nPlease send the song you wanna submit in the following style:\n```"},{"inline":false,"name":"","value":"```yaml\nATC - Heavenly - https://examplelink.com\n```"},{"inline":false,"name":"","value":"```\nYou can only submit one song and cannot change it afterwards\nSo choose carefully!\n```"},{"inline":false,"name":"Submissions","value":"**```ml\n2/2\n```**"}],"flags":0,"color":3447003,"type":"rich","title":"The Submission Phase Has Started!"}],"tts":false,"flags":0} has returned 200
[2026-04-05 22:21:18] [DEBUG   ] discord.http: PATCH https://discord.com/api/v10/channels/1490446223759507658/messages/1490446226225889390 has received {'type': 0, 'content': '', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [{'type': 'rich', 'title': 'The Submission Phase Has Started!', 'color': 3447003, 'fields': [{'name': '', 'value': '```\nPlease send the song you wanna submit in the following style:\n```', 'inline': False}, {'name': '', 'value': '```yaml\nATC - Heavenly - https://examplelink.com\n```', 'inline': False}, {'name': '', 'value': '```\nYou can only submit one song and cannot change it afterwards\nSo choose carefully!\n```', 'inline': False}, {'name': 'Submissions', 'value': '**```ml\n2/2\n```**', 'inline': False}], 'content_scan_version': 0}], 'timestamp': '2026-04-05T20:21:11.484000+00:00', 'edited_timestamp': '2026-04-05T20:21:18.795555+00:00', 'flags': 0, 'components': [], 'id': '1490446226225889390', 'channel_id': '1490446223759507658', 'author': {'id': '1487918753080676542', 'username': 'Chicken', 'avatar': '71eefa4ce80ad616f1a0c73b8e835f35', 'discriminator': '7312', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False}
[2026-04-05 22:21:18] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'CHANNEL_CREATE', 's': 58, 'op': 0, 'd': {'version': 1775420479095, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 14, 'permission_overwrites': [{'type': 1, 'id': '294941635505029141', 'deny': '0', 'allow': '1024'}, {'type': 0, 'id': '1487902534545703072', 'deny': '1024', 'allow': '0'}], 'parent_id': '1487953481422602340', 'nsfw': False, 'name': 'nebelmonster-reviews', 'last_message_id': None, 'id': '1490446258127769650', 'guild_id': '1487902534545703072', 'flags': 0}}
[2026-04-05 22:21:18] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-04-05 22:21:18] [DEBUG   ] discord.client: Dispatching event guild_channel_create
